Cores,run #0,run #1,run #2
1,7.18,7.23,7.13
2,9.26,9.65,9.2
3,4.55,4.38,4.59
4,4.52,4.1,4.4
5,5.18,4.55,5.19
6,5.13,5.06,4.78
