Cores,run #0,run #1,run #2
1,4.98,4.96,5.01
2,5.84,6.01,5.94
3,4.73,4.74,4.56
4,2.98,3.0,3.0
5,3.27,3.26,3.3
6,3.2,3.2,3.2
