Cores,run #0,run #1,run #2
1,4.62,4.54,4.53
2,7.05,7.4,7.04
3,5.85,6.28,6.34
4,4.0,4.17,3.75
5,4.43,4.14,3.99
6,4.58,4.26,4.28
