Cores,run #0,run #1,run #2
1,5.62,5.6,5.6
2,6.17,5.98,5.86
3,4.54,4.39,4.23
4,3.23,3.26,3.27
5,3.6,3.56,3.52
6,3.56,3.57,3.57
