Cores,run #0,run #1,run #2
1,4.23,4.18,4.23
2,5.3,5.21,5.29
3,4.74,4.82,5.02
4,2.87,2.82,2.87
5,3.26,3.32,3.3
6,2.87,2.87,2.89
